데이터연도,지역,광역시도,제조사,차종,모델명,국비보조금(만원),지방비보조금(만원),총보조금(만원),수집일시
2025,봉화군,경상북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,602,537,"1,139",2025-07-13 20:18:16
2025,봉화군,경상북도,현대자동차,일반승용,Electrified G80 AWD 19인치(2025),275,284,559,2025-07-13 20:18:16
2025,봉화군,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 스탠다드 19인치,561,510,"1,071",2025-07-13 20:18:16
2025,봉화군,경상북도,현대자동차,일반승용,Electrified GV70 AWD 20인치(2025),250,258,508,2025-07-13 20:18:16
2025,봉화군,경상북도,현대자동차,일반승용,Electrified GV70 AWD 19인치(2025),266,275,541,2025-07-13 20:18:16
2025,봉화군,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),623,542,"1,165",2025-07-13 20:18:16
2025,봉화군,경상북도,현대자동차,일반승용,아이오닉9 성능형 AWD,277,286,563,2025-07-13 20:18:16
2025,봉화군,경상북도,현대자동차,일반승용,아이오닉9 항속형 AWD,276,285,561,2025-07-13 20:18:16
2025,봉화군,경상북도,현대자동차,일반승용,아이오닉9 항속형 2WD,279,288,567,2025-07-13 20:18:16
2025,봉화군,경상북도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치(2025),248,256,504,2025-07-13 20:18:16
2025,봉화군,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치(2025),266,275,541,2025-07-13 20:18:16
2025,봉화군,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치(2025),277,286,563,2025-07-13 20:18:16
2025,봉화군,경상북도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치(2025),290,300,590,2025-07-13 20:18:16
2025,상주시,경상북도,BMW,일반승용,MINI Cooper SE,303,313,616,2025-07-13 20:18:16
2025,상주시,경상북도,BMW,일반승용,i4 eDrive40,189,195,384,2025-07-13 20:18:16
2025,상주시,경상북도,BMW,일반승용,i4 M50,172,177,349,2025-07-13 20:18:16
2025,상주시,경상북도,BMW,일반승용,iX1 xDrive30,154,159,313,2025-07-13 20:18:16
2025,상주시,경상북도,BMW,일반승용,i4 eDrive40 LCI,187,193,380,2025-07-13 20:18:16
2025,상주시,경상북도,BMW,일반승용,iX2 eDrive20,167,172,339,2025-07-13 20:18:16
2025,상주시,경상북도,BMW,일반승용,MINI Countryman SE ALL4,158,163,321,2025-07-13 20:18:16
2025,상주시,경상북도,BMW,일반승용,MINI Countryman E,166,171,337,2025-07-13 20:18:16
2025,상주시,경상북도,BMW,일반승용,MINI Aceman SE,306,316,622,2025-07-13 20:18:16
2025,상주시,경상북도,BMW,일반승용,i4 M50 LCI,177,183,360,2025-07-13 20:18:16
2025,상주시,경상북도,BMW,일반승용,MINI JCW Aceman E,151,156,307,2025-07-13 20:18:16
2025,상주시,경상북도,BMW,일반승용,MINI JCW E,147,152,299,2025-07-13 20:18:16
2025,상주시,경상북도,BMW,일반승용,MINI Aceman E,306,316,622,2025-07-13 20:18:16
2025,상주시,경상북도,기아,경·소형,레이 EV 2WD 14인치 4인승 승용,457,517,974,2025-07-13 20:18:16
2025,상주시,경상북도,기아,경·소형,레이 EV 2WD 14인치 2인승 밴,457,517,974,2025-07-13 20:18:16
2025,상주시,경상북도,기아,경·소형,레이 EV 2WD 14인치 1인승 밴,457,517,974,2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,The all-new Kia Niro EV,590,516,"1,106",2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,EV9 롱레인지 2WD 19인치,275,284,559,2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,EV9 롱레인지 2WD 20인치,273,282,555,2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,EV9 롱레인지 4WD 19인치,259,267,526,2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,EV9 롱레인지 4WD 21인치,265,274,539,2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,EV9 롱레인지 GTL 4WD 21인치,257,265,522,2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,더뉴EV6 롱레인지 4WD 20인치,617,560,"1,177",2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,더뉴EV6 롱레인지 2WD 20인치,644,588,"1,232",2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,더뉴EV6 롱레인지 4WD 19인치,646,590,"1,236",2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,더뉴EV6 롱레인지 2WD 19인치,655,600,"1,255",2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,EV3 롱레인지 2WD 17인치,565,584,"1,149",2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,EV3 롱레인지 2WD 19인치,565,584,"1,149",2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,EV3 스탠다드 2WD,479,495,974,2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,더뉴EV6 GT,232,240,472,2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,더뉴EV6 스탠다드,582,528,"1,110",2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,EV9 스탠다드,242,250,492,2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,EV4 롱레인지 GTL 2WD 19인치,565,584,"1,149",2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,EV4 스탠다드 2WD 19인치,491,507,998,2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,EV4 롱레인지 2WD 17인치,565,584,"1,149",2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,EV4 롱레인지 2WD 19인치,565,584,"1,149",2025-07-13 20:18:16
2025,상주시,경상북도,기아,일반승용,EV4 스탠다드 2WD 17인치,522,540,"1,062",2025-07-13 20:18:16
2025,상주시,경상북도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),152,0,152,2025-07-13 20:18:16
2025,상주시,경상북도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),152,0,152,2025-07-13 20:18:16
2025,상주시,경상북도,메르세데스벤츠코리아,일반승용,EQA250(Facelift),190,196,386,2025-07-13 20:18:16
2025,상주시,경상북도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(5인승),154,159,313,2025-07-13 20:18:16
2025,상주시,경상북도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(7인승),154,159,313,2025-07-13 20:18:16
2025,상주시,경상북도,볼보자동차코리아,일반승용,볼보 EX30 Single Motor ER,247,255,502,2025-07-13 20:18:16
2025,상주시,경상북도,비와이디코리아,일반승용,BYD ATTO 3,145,150,295,2025-07-13 20:18:16
2025,상주시,경상북도,쎄보모빌리티,초소형,(단종)CEVO-C SE,200,0,200,2025-07-13 20:18:16
2025,상주시,경상북도,케이지모빌리티,일반승용,토레스 EVX 2WD 18인치,373,368,741,2025-07-13 20:18:16
2025,상주시,경상북도,케이지모빌리티,일반승용,토레스 EVX 2WD 20인치,356,350,706,2025-07-13 20:18:16
2025,상주시,경상북도,케이지모빌리티,일반승용,코란도 EV 2WD,340,351,691,2025-07-13 20:18:16
2025,상주시,경상북도,케이지모빌리티,일반승용,토레스 EVX 18인치,364,376,740,2025-07-13 20:18:16
2025,상주시,경상북도,케이지모빌리티,일반승용,토레스 EVX 20인치,354,366,720,2025-07-13 20:18:16
2025,상주시,경상북도,테슬라코리아,일반승용,(단종)Model 3 RWD(2024),183,0,183,2025-07-13 20:18:16
2025,상주시,경상북도,테슬라코리아,일반승용,Model 3 Long Range,202,208,410,2025-07-13 20:18:16
2025,상주시,경상북도,테슬라코리아,일반승용,(단종)Model Y RWD,201,0,201,2025-07-13 20:18:16
2025,상주시,경상북도,테슬라코리아,일반승용,(단종)Model Y Long Range,184,0,184,2025-07-13 20:18:16
2025,상주시,경상북도,테슬라코리아,일반승용,(단종)Model Y Performance,191,0,191,2025-07-13 20:18:16
2025,상주시,경상북도,테슬라코리아,일반승용,Model 3 Performance,187,193,380,2025-07-13 20:18:16
2025,상주시,경상북도,테슬라코리아,일반승용,(단종)Model Y Long Range 19인치,202,0,202,2025-07-13 20:18:16
2025,상주시,경상북도,테슬라코리아,일반승용,Model 3 RWD,186,192,378,2025-07-13 20:18:16
2025,상주시,경상북도,테슬라코리아,일반승용,New Model Y Long Range,207,214,421,2025-07-13 20:18:16
2025,상주시,경상북도,테슬라코리아,일반승용,New Model Y RWD,188,194,382,2025-07-13 20:18:16
2025,상주시,경상북도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 40 e-tron,201,0,201,2025-07-13 20:18:16
2025,상주시,경상북도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 Sportback 40 e-tron,202,0,202,2025-07-13 20:18:16
2025,상주시,경상북도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 2024 ID.4 Pro,422,0,422,2025-07-13 20:18:16
2025,상주시,경상북도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 ID.5 Pro,215,0,215,2025-07-13 20:18:16
2025,상주시,경상북도,폭스바겐그룹코리아,일반승용,폭스바겐 ID.4 Pro,422,436,858,2025-07-13 20:18:16
2025,상주시,경상북도,폭스바겐그룹코리아,일반승용,아우디 Q4 Sportback 45 e-tron,201,207,408,2025-07-13 20:18:16
2025,상주시,경상북도,폭스바겐그룹코리아,일반승용,아우디 Q4 45 e-tron,201,207,408,2025-07-13 20:18:16
2025,상주시,경상북도,폭스바겐그룹코리아,일반승용,아우디 Q6 e-tron performance,220,227,447,2025-07-13 20:18:16
2025,상주시,경상북도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Single Motor,181,187,368,2025-07-13 20:18:16
2025,상주시,경상북도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Dual Motor,141,145,286,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 17인치,500,566,"1,066",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 15인치,500,566,"1,066",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 기본형 15인치,500,566,"1,066",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 크로스 17인치,500,566,"1,066",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치,287,296,583,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치,261,270,531,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치,251,259,510,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치,236,244,480,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,Electrified GV70 AWD 20인치,244,252,496,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,Electrified GV70 AWD 19인치,260,268,528,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,아이오닉6 스탠다드 2WD 18인치,635,544,"1,179",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 18인치,686,594,"1,280",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 20인치,680,588,"1,268",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 18인치,686,594,"1,280",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 20인치,647,554,"1,201",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 스탠다드 17인치,573,462,"1,035",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치,623,542,"1,165",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),568,485,"1,053",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,아이오닉5 N,232,240,472,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,659,596,"1,255",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치,656,593,"1,249",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 20인치,651,588,"1,239",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 20인치,624,560,"1,184",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 19인치,650,587,"1,237",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,633,570,"1,203",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,602,537,"1,139",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,Electrified G80 AWD 19인치(2025),275,284,559,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 스탠다드 19인치,561,510,"1,071",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,Electrified GV70 AWD 20인치(2025),250,258,508,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,Electrified GV70 AWD 19인치(2025),266,275,541,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),623,542,"1,165",2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,아이오닉9 성능형 AWD,277,286,563,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,아이오닉9 항속형 AWD,276,285,561,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,아이오닉9 항속형 2WD,279,288,567,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치(2025),248,256,504,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치(2025),266,275,541,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치(2025),277,286,563,2025-07-13 20:18:16
2025,상주시,경상북도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치(2025),290,300,590,2025-07-13 20:18:16
2025,성주군,경상북도,BMW,일반승용,MINI Cooper SE,303,313,616,2025-07-13 20:18:16
2025,성주군,경상북도,BMW,일반승용,i4 eDrive40,189,195,384,2025-07-13 20:18:16
2025,성주군,경상북도,BMW,일반승용,i4 M50,172,177,349,2025-07-13 20:18:16
2025,성주군,경상북도,BMW,일반승용,iX1 xDrive30,154,159,313,2025-07-13 20:18:16
2025,성주군,경상북도,BMW,일반승용,i4 eDrive40 LCI,187,193,380,2025-07-13 20:18:16
2025,성주군,경상북도,BMW,일반승용,iX2 eDrive20,167,172,339,2025-07-13 20:18:16
2025,성주군,경상북도,BMW,일반승용,MINI Countryman SE ALL4,158,163,321,2025-07-13 20:18:16
2025,성주군,경상북도,BMW,일반승용,MINI Countryman E,166,171,337,2025-07-13 20:18:16
2025,성주군,경상북도,BMW,일반승용,MINI Aceman SE,306,316,622,2025-07-13 20:18:16
2025,성주군,경상북도,BMW,일반승용,i4 M50 LCI,177,183,360,2025-07-13 20:18:16
2025,성주군,경상북도,BMW,일반승용,MINI JCW Aceman E,151,156,307,2025-07-13 20:18:16
2025,성주군,경상북도,BMW,일반승용,MINI JCW E,147,152,299,2025-07-13 20:18:16
2025,성주군,경상북도,BMW,일반승용,MINI Aceman E,306,316,622,2025-07-13 20:18:16
2025,성주군,경상북도,기아,경·소형,레이 EV 2WD 14인치 4인승 승용,457,517,974,2025-07-13 20:18:16
2025,성주군,경상북도,기아,경·소형,레이 EV 2WD 14인치 2인승 밴,457,517,974,2025-07-13 20:18:16
2025,성주군,경상북도,기아,경·소형,레이 EV 2WD 14인치 1인승 밴,457,517,974,2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,The all-new Kia Niro EV,590,516,"1,106",2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,EV9 롱레인지 2WD 19인치,275,284,559,2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,EV9 롱레인지 2WD 20인치,273,282,555,2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,EV9 롱레인지 4WD 19인치,259,267,526,2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,EV9 롱레인지 4WD 21인치,265,274,539,2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,EV9 롱레인지 GTL 4WD 21인치,257,265,522,2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,더뉴EV6 롱레인지 4WD 20인치,617,560,"1,177",2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,더뉴EV6 롱레인지 2WD 20인치,644,588,"1,232",2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,더뉴EV6 롱레인지 4WD 19인치,646,590,"1,236",2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,더뉴EV6 롱레인지 2WD 19인치,655,600,"1,255",2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,EV3 롱레인지 2WD 17인치,565,584,"1,149",2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,EV3 롱레인지 2WD 19인치,565,584,"1,149",2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,EV3 스탠다드 2WD,479,495,974,2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,더뉴EV6 GT,232,240,472,2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,더뉴EV6 스탠다드,582,528,"1,110",2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,EV9 스탠다드,242,250,492,2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,EV4 롱레인지 GTL 2WD 19인치,565,584,"1,149",2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,EV4 스탠다드 2WD 19인치,491,507,998,2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,EV4 롱레인지 2WD 17인치,565,584,"1,149",2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,EV4 롱레인지 2WD 19인치,565,584,"1,149",2025-07-13 20:18:16
2025,성주군,경상북도,기아,일반승용,EV4 스탠다드 2WD 17인치,522,540,"1,062",2025-07-13 20:18:16
2025,성주군,경상북도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),152,157,309,2025-07-13 20:18:16
2025,성주군,경상북도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),152,157,309,2025-07-13 20:18:16
2025,성주군,경상북도,메르세데스벤츠코리아,일반승용,EQA250(Facelift),190,196,386,2025-07-13 20:18:16
2025,성주군,경상북도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(5인승),154,159,313,2025-07-13 20:18:16
2025,성주군,경상북도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(7인승),154,159,313,2025-07-13 20:18:16
2025,성주군,경상북도,볼보자동차코리아,일반승용,볼보 EX30 Single Motor ER,247,255,502,2025-07-13 20:18:16
2025,성주군,경상북도,비와이디코리아,일반승용,BYD ATTO 3,145,150,295,2025-07-13 20:18:16
2025,성주군,경상북도,쎄보모빌리티,초소형,(단종)CEVO-C SE,200,206,406,2025-07-13 20:18:16
2025,성주군,경상북도,케이지모빌리티,일반승용,토레스 EVX 2WD 18인치,373,368,741,2025-07-13 20:18:16
2025,성주군,경상북도,케이지모빌리티,일반승용,토레스 EVX 2WD 20인치,356,350,706,2025-07-13 20:18:16
2025,성주군,경상북도,케이지모빌리티,일반승용,코란도 EV 2WD,340,351,691,2025-07-13 20:18:16
2025,성주군,경상북도,케이지모빌리티,일반승용,토레스 EVX 18인치,364,376,740,2025-07-13 20:18:16
2025,성주군,경상북도,케이지모빌리티,일반승용,토레스 EVX 20인치,354,366,720,2025-07-13 20:18:16
2025,성주군,경상북도,테슬라코리아,일반승용,(단종)Model 3 RWD(2024),183,189,372,2025-07-13 20:18:16
2025,성주군,경상북도,테슬라코리아,일반승용,Model 3 Long Range,202,208,410,2025-07-13 20:18:16
2025,성주군,경상북도,테슬라코리아,일반승용,(단종)Model Y RWD,201,174,375,2025-07-13 20:18:16
2025,성주군,경상북도,테슬라코리아,일반승용,(단종)Model Y Long Range,184,190,374,2025-07-13 20:18:16
2025,성주군,경상북도,테슬라코리아,일반승용,(단종)Model Y Performance,191,197,388,2025-07-13 20:18:16
2025,성주군,경상북도,테슬라코리아,일반승용,Model 3 Performance,187,193,380,2025-07-13 20:18:16
2025,성주군,경상북도,테슬라코리아,일반승용,(단종)Model Y Long Range 19인치,202,208,410,2025-07-13 20:18:16
2025,성주군,경상북도,테슬라코리아,일반승용,Model 3 RWD,186,192,378,2025-07-13 20:18:16
2025,성주군,경상북도,테슬라코리아,일반승용,New Model Y Long Range,207,214,421,2025-07-13 20:18:16
2025,성주군,경상북도,테슬라코리아,일반승용,New Model Y RWD,188,194,382,2025-07-13 20:18:16
2025,성주군,경상북도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 40 e-tron,201,207,408,2025-07-13 20:18:16
2025,성주군,경상북도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 Sportback 40 e-tron,202,208,410,2025-07-13 20:18:16
2025,성주군,경상북도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 2024 ID.4 Pro,422,436,858,2025-07-13 20:18:16
2025,성주군,경상북도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 ID.5 Pro,215,222,437,2025-07-13 20:18:16
2025,성주군,경상북도,폭스바겐그룹코리아,일반승용,폭스바겐 ID.4 Pro,422,436,858,2025-07-13 20:18:16
2025,성주군,경상북도,폭스바겐그룹코리아,일반승용,아우디 Q4 Sportback 45 e-tron,201,207,408,2025-07-13 20:18:16
2025,성주군,경상북도,폭스바겐그룹코리아,일반승용,아우디 Q4 45 e-tron,201,207,408,2025-07-13 20:18:16
2025,성주군,경상북도,폭스바겐그룹코리아,일반승용,아우디 Q6 e-tron performance,220,227,447,2025-07-13 20:18:16
2025,성주군,경상북도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Single Motor,181,187,368,2025-07-13 20:18:16
2025,성주군,경상북도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Dual Motor,141,145,286,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 17인치,500,566,"1,066",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 15인치,500,566,"1,066",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 기본형 15인치,500,566,"1,066",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 크로스 17인치,500,566,"1,066",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치,287,296,583,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치,261,270,531,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치,251,259,510,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치,236,244,480,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,Electrified GV70 AWD 20인치,244,252,496,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,Electrified GV70 AWD 19인치,260,268,528,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,아이오닉6 스탠다드 2WD 18인치,635,544,"1,179",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 18인치,686,594,"1,280",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 20인치,680,588,"1,268",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 18인치,686,594,"1,280",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 20인치,647,554,"1,201",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 스탠다드 17인치,573,462,"1,035",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치,623,542,"1,165",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),568,485,"1,053",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,아이오닉5 N,232,240,472,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,659,596,"1,255",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치,656,593,"1,249",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 20인치,651,588,"1,239",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 20인치,624,560,"1,184",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 19인치,650,587,"1,237",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,633,570,"1,203",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,602,537,"1,139",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,Electrified G80 AWD 19인치(2025),275,284,559,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 스탠다드 19인치,561,510,"1,071",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,Electrified GV70 AWD 20인치(2025),250,258,508,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,Electrified GV70 AWD 19인치(2025),266,275,541,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),623,542,"1,165",2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,아이오닉9 성능형 AWD,277,286,563,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,아이오닉9 항속형 AWD,276,285,561,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,아이오닉9 항속형 2WD,279,288,567,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치(2025),248,256,504,2025-07-13 20:18:16
2025,성주군,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치(2025),266,275,541,2025-07-13 20:18:16
